user,credits,is_active,is_verified,is_locked,wage
STUD22226,0,0,0,0,NA
STUD90866,566,1,1,0,Peníze
STUD33279,287,1,1,0,Peníze
STUD22783,0,1,1,0,Peníze
STUD32805,126,1,1,0,Peníze
STUD55420,111,1,1,0,Peníze
STUD16616,159,1,1,0,Peníze
STUD39467,567,1,1,0,Peníze
STUD67936,61,1,1,0,Peníze
STUD37831,30,1,1,0,Peníze
STUD89580,152,1,1,0,Trendaro
STUD7416,150,1,1,0,Peníze
STUD68496,0,1,0,0,NA
STUD49606,153,1,1,0,Peníze
STUD75686,0,0,1,0,Peníze
STUD7168,206,1,1,0,Peníze
STUD2607,0,1,0,0,NA
STUD68095,121,1,1,0,Peníze
STUD5022,178,1,1,0,Peníze
STUD2450,45,1,1,0,Peníze
STUD34868,138,1,1,0,Peníze
STUD22096,61,1,1,0,Peníze
STUD66706,141,1,1,0,Peníze
STUD39499,46,1,1,0,Trendaro
STUD61337,31,1,1,0,Peníze
STUD78891,196,1,1,0,Peníze
STUD1283,290,1,1,0,Peníze
STUD6304,25,1,1,0,Peníze
STUD6157,188,1,1,0,Peníze
STUD80857,0,1,1,0,NA
STUD81947,138,1,1,0,Peníze
STUD43019,42,1,1,0,Peníze
STUD11951,0,1,0,0,NA
STUD42499,141,1,1,0,Peníze
STUD32896,26,1,1,0,Peníze
STUD63395,11,1,1,0,Peníze
STUD62670,26,1,1,0,Peníze
STUD45835,219,1,1,0,Peníze
STUD61474,213,1,1,0,Peníze
STUD20798,427,1,1,0,Peníze
STUD82493,0,1,0,0,NA
STUD81247,284,1,1,0,Peníze
STUD23556,161,1,1,0,Peníze
STUD15951,159,1,1,0,Peníze
STUD88507,0,1,0,0,NA
STUD3389,145,1,1,0,Peníze
STUD48591,0,1,1,0,NA
STUD49432,0,1,0,0,NA
STUD97476,0,1,0,0,NA
STUD59292,211,1,1,0,Peníze
STUD22344,266,1,1,0,Peníze
STUD53771,0,1,0,0,NA
STUD67167,20,1,0,0,NA
STUD58468,0,1,0,0,NA
STUD98015,81,1,1,0,Peníze
STUD70829,0,1,1,0,NA
STUD29264,0,1,0,0,NA
STUD84004,0,1,0,0,NA
STUD58079,0,1,0,0,NA
STUD9460,10,1,1,0,Útulek pro psy
STUD58426,0,1,1,0,Peníze
STUD88189,231,1,1,0,Peníze
STUD42980,0,0,0,0,NA
STUD49989,0,1,1,0,NA
STUD36315,0,1,0,0,NA
STUD98126,71,1,1,0,Peníze
STUD57683,178,1,1,0,Peníze
STUD84049,31,1,1,0,Peníze
STUD10692,111,1,1,0,Peníze
STUD52116,51,1,1,0,Peníze
STUD68688,300,1,1,0,Peníze
STUD82194,131,1,1,0,Peníze
STUD34825,172,1,1,0,Peníze
STUD36787,182,1,1,0,Peníze
STUD86750,156,1,1,0,Peníze
STUD39154,0,0,0,0,NA
STUD97954,156,1,1,0,Peníze
STUD15892,0,1,0,0,NA
STUD93783,149,1,1,0,Peníze
STUD42751,0,1,1,0,NA
STUD11745,10,1,1,0,Dětský domov
STUD63179,392,1,1,0,Peníze
STUD70224,285,1,1,0,Peníze
STUD78499,0,0,0,0,NA
STUD33360,591,1,1,0,Peníze
STUD83648,168,1,1,0,Peníze
STUD70333,361,1,1,0,Peníze
STUD36355,0,1,0,0,NA
STUD15792,257,1,1,0,Peníze
STUD70985,10,1,1,0,Útulek pro psy
STUD7291,0,1,0,0,NA
STUD69165,56,1,1,0,Peníze
STUD9739,152,1,1,0,Peníze
STUD36960,0,1,0,0,NA
STUD11288,26,1,1,0,Peníze
STUD24150,90,1,1,0,Peníze
STUD6848,204,1,1,0,Peníze
STUD9774,786,1,1,0,Peníze
STUD20337,253,1,1,0,Peníze
STUD4157,0,1,0,0,NA
STUD18794,0,1,0,0,NA
STUD85443,338,1,1,0,Peníze
STUD38389,0,1,0,0,NA
STUD30552,20,1,1,0,NA
STUD64654,61,1,1,0,Peníze
STUD1030,14,1,1,0,Peníze
STUD98269,1014,1,1,0,Útulek pro psy
STUD41685,25,1,1,0,Peníze
STUD32416,263,1,1,0,Peníze
STUD10060,65,1,1,0,Peníze
STUD46026,143,1,1,0,Peníze
STUD41262,771,1,1,0,Peníze
STUD96202,0,1,0,0,NA
STUD85758,126,1,1,0,Peníze
STUD33747,0,1,1,0,NA
STUD19484,124,1,1,0,Peníze
STUD81285,0,1,0,0,NA
STUD16747,150,1,1,0,Peníze
STUD11211,131,1,1,0,Peníze
STUD76625,388,1,1,0,Peníze
STUD1791,0,1,0,0,NA
STUD31579,31,1,1,0,Peníze
STUD12411,530,1,1,0,Peníze
STUD64367,0,1,0,0,NA
STUD49141,224,1,1,0,Peníze
STUD57716,71,1,1,0,Peníze
STUD86420,21,1,1,0,Peníze
STUD25593,31,1,1,0,Peníze
STUD42822,79,1,1,0,Peníze
STUD57811,330,1,1,0,Peníze
STUD68620,121,1,1,0,Peníze
STUD20820,25,1,1,0,Peníze
STUD60304,273,1,1,0,Peníze
STUD55617,95,1,1,0,Peníze
STUD92672,0,1,1,0,NA
STUD18420,0,1,0,0,NA
STUD49808,11,1,1,0,Peníze
STUD38729,0,0,0,0,NA
STUD97061,10,1,1,0,Peníze
STUD59508,10,1,1,0,Peníze
STUD87657,31,1,1,0,Peníze
STUD12820,0,1,0,0,NA
STUD24768,0,1,0,0,NA
STUD6171,0,1,0,0,NA
STUD6687,44,1,1,0,Peníze
STUD89195,192,1,1,0,Útulek pro psy
STUD45991,41,1,1,0,Peníze
STUD93415,11,1,1,0,Peníze
STUD9376,172,1,1,0,Peníze
STUD11532,0,1,0,0,NA
STUD6010,357,1,1,0,Peníze
STUD52192,36,1,1,0,Peníze
STUD6837,806,1,1,0,Peníze
STUD67805,132,1,1,0,Peníze
STUD64948,20,1,0,0,NA
STUD95714,111,1,1,0,Peníze
STUD9291,402,1,1,0,Peníze
STUD4161,189,1,1,0,Peníze
STUD3660,20,1,0,0,NA
STUD43979,156,1,1,0,Peníze
STUD30923,383,1,1,0,Peníze
STUD41543,25,1,1,0,Peníze
STUD42291,20,1,1,0,NA
STUD7501,427,1,1,0,Peníze
STUD48252,46,1,1,0,Peníze
STUD93954,31,1,1,0,Peníze
STUD716,239,1,1,0,Peníze
STUD36433,0,1,0,0,NA
STUD1005,206,1,1,0,Peníze
STUD8217,145,1,1,0,Peníze
STUD30890,20,1,0,0,NA
STUD29073,125,1,1,0,Peníze
STUD2512,131,1,1,0,Peníze
STUD61158,31,1,1,0,Peníze
STUD95977,20,1,1,0,NA
STUD6579,186,1,1,0,Peníze
STUD26414,0,1,0,0,NA
STUD5974,285,1,1,0,Peníze
STUD33677,45,1,1,0,Peníze
STUD28721,286,1,1,0,Peníze
STUD10182,1253,1,1,0,Peníze
STUD78440,81,1,1,0,Peníze
STUD26021,151,1,1,0,Peníze
STUD71715,407,1,1,0,Peníze
STUD97117,131,1,1,0,Peníze
STUD75476,26,1,1,0,Peníze
STUD83920,138,1,1,0,Peníze
STUD35559,21,1,1,1,Peníze
STUD39202,55,1,1,0,Peníze
STUD55938,151,1,1,0,Peníze
STUD73967,0,1,0,0,NA
STUD62440,366,1,1,0,Peníze
STUD37751,262,1,1,0,Peníze
STUD68980,31,1,1,0,Peníze
STUD13764,26,1,1,0,Peníze
STUD86363,206,1,1,0,Peníze
STUD22687,20,1,0,0,NA
STUD60210,156,1,1,0,Peníze
STUD7369,30,1,1,0,Peníze
STUD98747,151,1,1,0,Peníze
STUD71146,156,1,1,0,Peníze
STUD59303,226,1,1,0,Peníze
STUD17717,239,1,1,0,Peníze
STUD19612,345,1,1,0,Peníze
STUD25941,158,1,1,0,Peníze
STUD38603,87,1,1,0,Peníze
STUD89421,151,1,1,0,Peníze
STUD6737,0,1,1,0,NA
STUD30448,270,1,1,0,Peníze
STUD16900,20,1,0,0,NA
STUD46601,0,1,1,0,NA
STUD58675,193,1,1,0,Peníze
STUD51671,229,1,1,0,Peníze
STUD74831,231,1,1,0,Peníze
STUD4446,141,1,1,0,Peníze
STUD76924,150,1,1,0,Peníze
STUD64859,0,0,0,0,NA
STUD63280,0,1,0,0,NA
STUD43583,168,1,1,0,Peníze
STUD50484,20,1,1,1,Peníze
STUD15391,112,1,1,0,Peníze
STUD58788,0,0,0,0,NA
STUD85506,51,1,1,0,Peníze
STUD21098,111,1,1,0,Peníze
STUD59259,20,1,0,0,NA
STUD43399,181,1,1,0,Peníze
STUD70211,20,1,0,0,NA
STUD72226,417,1,1,0,Peníze
STUD17855,100,1,1,0,Peníze
STUD84976,281,1,1,0,Peníze
STUD87309,51,1,1,0,Peníze
STUD6869,151,1,1,0,Peníze
STUD74501,26,1,1,0,Peníze
STUD19211,85,1,1,0,Peníze
STUD44471,31,1,1,0,Peníze
STUD14369,165,1,1,0,Peníze
STUD86762,40,1,1,0,Peníze
STUD70831,11,1,1,0,Peníze
STUD49901,167,1,1,0,Peníze
STUD39061,0,1,1,0,NA
STUD10625,131,1,1,0,Peníze
STUD7535,438,1,1,0,Peníze
STUD85716,366,1,1,0,Peníze
STUD29832,0,1,1,0,NA
STUD58272,30,1,1,0,Útulek pro psy
STUD79192,201,1,1,0,Peníze
STUD32532,20,1,0,0,NA
STUD4657,20,1,0,0,NA
STUD72718,151,1,1,0,Peníze
STUD59800,20,1,0,0,NA
STUD89044,184,1,1,0,Peníze
STUD88412,42,1,1,0,Peníze
STUD90579,48,1,1,0,Peníze
STUD1008,491,1,1,0,Peníze
STUD18768,321,1,1,0,Peníze
STUD86683,311,1,1,0,Peníze
STUD65,20,1,0,0,NA
STUD2245,254,1,1,0,Peníze
STUD79814,186,1,1,0,Peníze
STUD79861,96,1,1,0,Peníze
STUD96204,206,1,1,0,Peníze
STUD3113,30,1,1,0,Peníze
STUD93142,0,1,1,0,NA
STUD97049,221,1,1,0,Peníze
STUD99197,0,1,0,0,NA
STUD38551,239,1,1,0,Peníze
STUD74409,151,1,1,0,Peníze
STUD67929,417,1,1,0,Peníze
STUD41218,292,1,1,0,Peníze
STUD15385,111,1,1,0,Peníze
STUD25461,126,1,1,0,Peníze
STUD20695,183,1,1,0,Peníze
STUD17498,61,1,1,0,Peníze
STUD70922,664,1,1,0,Peníze
STUD83091,276,1,1,0,Peníze
STUD73959,31,1,1,0,Peníze
STUD78498,0,0,0,0,NA
STUD17009,20,1,1,0,NA
STUD98411,0,1,0,0,NA
STUD22982,252,1,1,0,Peníze
STUD38208,101,1,1,0,Lékaři bez hranic
STUD80649,30,1,1,0,Peníze
STUD21,222,1,1,0,Peníze
STUD63156,140,1,1,0,Peníze
STUD56596,0,1,0,0,NA
STUD40496,45,1,1,0,Peníze
STUD36954,315,1,1,0,Peníze
STUD99132,0,1,0,0,NA
STUD40719,1205,1,1,0,Peníze
STUD3935,25,1,1,0,Peníze
STUD29978,462,1,1,0,Peníze
STUD75480,26,1,1,0,Peníze
STUD73138,120,1,1,0,Peníze
STUD57922,131,1,1,0,Peníze
STUD85346,26,1,1,0,NA
STUD62646,0,1,0,0,NA
STUD15218,0,1,0,0,NA
STUD26234,186,1,1,0,Peníze
STUD69057,0,1,0,0,NA
STUD89573,61,1,1,0,Peníze
STUD74776,0,1,0,0,NA
STUD43201,0,1,0,0,NA
STUD60469,0,1,0,0,NA
STUD55523,230,1,1,0,Peníze
STUD84708,280,1,1,0,Peníze
STUD43561,31,1,1,0,Peníze
STUD64478,202,1,1,0,Peníze
STUD18197,31,1,1,0,Peníze
STUD60842,303,1,1,0,Peníze
STUD56941,0,1,0,0,NA
STUD71055,0,0,0,0,NA
STUD66190,36,1,1,0,Peníze
STUD6256,0,1,0,0,NA
STUD54891,0,1,0,0,NA
STUD94528,0,1,0,0,NA
STUD41019,0,0,1,0,Peníze
STUD19944,245,1,1,0,Peníze
STUD48972,25,1,1,0,Peníze
STUD75578,51,1,1,0,Peníze
STUD86771,31,1,1,0,Peníze
STUD31070,0,0,0,0,NA
STUD88921,25,1,1,0,Peníze
STUD47263,133,1,1,0,Peníze
STUD67412,0,1,0,0,NA
STUD7062,133,1,1,0,Peníze
STUD19239,26,1,1,0,NA
STUD46874,260,1,1,0,Peníze
STUD29428,45,1,1,0,Peníze
STUD18951,0,0,0,0,NA
STUD56043,11,1,1,0,Peníze
STUD35790,131,1,1,0,Peníze
STUD40030,318,1,1,0,Peníze
STUD69985,0,1,1,0,Peníze
STUD14767,0,0,0,0,NA
STUD92838,131,1,1,0,Peníze
STUD99138,290,1,1,0,Peníze
STUD49207,0,1,0,0,NA
STUD43938,0,1,0,0,NA
STUD37511,31,1,1,0,Peníze
STUD76026,627,1,1,0,Peníze
STUD41452,71,1,1,0,Trendaro
STUD325,0,1,0,0,NA
STUD72329,141,1,1,0,Útulek pro psy
STUD51709,0,0,0,0,NA
STUD40360,0,1,0,0,NA
STUD60603,0,1,0,0,NA
STUD2777,41,1,1,0,Peníze
STUD99973,26,1,1,0,Peníze
STUD60462,0,1,0,0,NA
STUD8305,81,1,1,0,Peníze
STUD27449,0,0,0,0,NA
STUD15414,26,1,1,0,Peníze
STUD88893,141,1,1,0,Peníze
STUD25406,235,1,1,0,Peníze
STUD68002,151,1,1,0,Peníze
STUD6576,0,1,0,0,NA
STUD7574,166,1,1,0,Peníze
STUD76468,0,1,1,0,NA
STUD95023,0,1,0,0,NA
STUD69864,291,1,1,0,Peníze
STUD72178,26,1,1,0,NA
STUD33325,0,1,0,0,NA
STUD19028,263,1,1,0,Peníze
STUD63127,0,1,0,0,NA
STUD44502,7,1,1,0,Peníze
STUD66350,179,1,1,0,Peníze
STUD13165,0,1,0,0,NA
STUD2051,146,1,1,0,Peníze
STUD86958,143,1,1,0,Peníze
STUD56828,131,1,1,0,Peníze
STUD42132,131,1,1,0,Lékaři bez hranic
STUD37969,0,1,0,0,NA
STUD1470,0,1,0,0,NA
STUD6275,271,1,1,0,Peníze
STUD41028,26,1,1,0,Peníze
STUD98972,0,1,0,0,NA
STUD8457,976,1,1,0,Peníze
STUD93066,0,0,0,0,NA
STUD42127,299,1,1,0,Peníze
STUD58363,131,1,1,0,Peníze
STUD72317,0,1,0,0,NA
STUD8658,0,1,0,0,NA
STUD16184,0,0,0,0,NA
STUD79532,26,1,1,0,NA
STUD26843,0,1,0,0,NA
STUD94709,0,1,0,0,NA
STUD24699,331,1,1,0,Peníze
STUD42645,25,1,1,0,Peníze
STUD71258,0,0,0,0,NA
STUD56327,75,1,1,0,Peníze
STUD83729,146,1,1,0,Peníze
STUD32554,199,1,1,0,Peníze
STUD20126,0,1,0,0,NA
STUD33000,26,1,1,0,Peníze
STUD89698,46,1,1,0,Peníze
STUD40479,31,1,1,0,Dětský domov
STUD58748,0,0,0,1,NA
STUD99382,0,0,0,0,NA
STUD16409,0,1,0,0,NA
STUD50179,71,1,1,0,Peníze
STUD85184,0,0,1,0,NA
STUD59535,10,1,1,0,Peníze
STUD91740,25,1,1,0,Peníze
STUD38599,0,0,1,0,Peníze
STUD44202,0,1,0,0,NA
STUD73742,0,1,1,0,NA
STUD14139,0,1,0,0,NA
STUD77610,0,1,0,0,NA
STUD67377,30,1,1,0,Peníze
STUD46527,91,1,1,0,Peníze
STUD77890,131,1,1,0,Peníze
STUD35746,0,0,1,0,Peníze
STUD3578,131,1,1,0,Peníze
STUD43960,0,1,0,0,NA
STUD62351,399,1,1,0,Peníze
STUD16009,131,1,1,0,Peníze
STUD21023,1452,1,1,0,Peníze
STUD26526,0,0,0,0,NA
STUD16070,131,1,1,0,Peníze
STUD70445,20,1,0,0,NA
STUD67519,0,1,1,0,NA
STUD65671,0,1,1,0,NA
STUD12165,0,1,0,0,NA
STUD46428,289,1,1,0,Peníze
STUD85952,176,1,1,0,Peníze
STUD18025,1022,1,1,0,Peníze
STUD33502,218,1,1,0,Peníze
STUD64325,0,1,0,0,NA
STUD75831,45,1,1,0,Peníze
STUD99335,31,1,1,0,Trendaro
STUD1815,0,1,0,0,NA
STUD4304,10,1,1,0,Útulek pro psy
STUD70957,25,1,1,0,Peníze
STUD64955,20,1,1,0,NA
STUD69035,151,1,1,0,Peníze
STUD83439,651,1,1,0,Peníze
STUD57054,213,1,1,0,Peníze
STUD78680,0,0,0,0,NA
STUD67772,31,1,1,0,Peníze
STUD7964,111,1,1,0,Peníze
STUD2945,20,1,1,0,NA
STUD95806,0,1,0,0,NA
STUD31109,238,1,1,0,Peníze
STUD499,30,1,1,0,Peníze
STUD28627,131,1,1,0,Peníze
STUD11736,0,1,0,0,NA
STUD71236,0,0,0,0,NA
STUD13437,158,1,1,0,Peníze
STUD46577,20,1,0,0,NA
STUD16703,368,1,1,0,Peníze
STUD68156,1,1,1,0,NA
STUD41105,478,1,1,0,Peníze
STUD27419,0,0,0,0,NA
STUD47429,1242,1,1,0,Peníze
STUD94373,46,1,1,0,Dětský domov
STUD49880,20,1,1,0,NA
STUD26520,192,1,1,0,Peníze
STUD17504,257,1,1,0,Peníze
STUD84519,0,1,0,0,NA
STUD52228,101,1,1,0,Peníze
STUD64379,131,1,1,0,Peníze
STUD93024,314,1,1,0,Peníze
STUD35787,132,1,1,0,Peníze
STUD65481,406,1,1,0,Peníze
STUD4602,0,1,0,0,NA
STUD75225,45,1,1,0,Peníze
STUD3710,0,1,0,0,NA
STUD18177,196,1,1,0,Peníze
STUD36717,261,1,1,0,Peníze
STUD61740,861,1,1,0,Peníze
STUD31271,0,1,1,0,NA
STUD9657,326,1,1,0,Peníze
STUD30085,219,1,1,0,Peníze
STUD45916,0,1,0,0,NA
STUD17817,20,1,1,0,NA
STUD98594,470,1,1,0,Peníze
STUD12286,141,1,1,0,Peníze
STUD45753,226,1,1,0,Peníze
STUD68876,26,1,1,0,Dětský domov
STUD90313,61,1,1,0,Peníze
STUD18032,217,1,1,0,Peníze
STUD39254,1342,1,1,0,Peníze
STUD63256,0,1,0,0,NA
STUD68126,196,1,1,0,Peníze
STUD37151,0,1,1,0,NA
STUD91118,25,1,1,0,Peníze
STUD88091,0,1,0,0,NA
STUD22824,1,1,1,0,Peníze
STUD20778,0,1,0,0,NA
STUD55545,96,1,1,0,Peníze
STUD28155,540,1,1,0,Peníze
STUD74472,0,1,0,0,NA
STUD92187,20,1,1,0,NA
STUD5580,25,1,1,0,Peníze
STUD73097,1080,1,1,0,Peníze
STUD41637,0,1,0,0,NA
STUD24660,169,1,1,0,Peníze
STUD44048,31,1,1,0,Peníze
STUD77094,252,1,1,0,Peníze
STUD72524,175,1,1,0,Peníze
STUD59095,374,1,1,0,Peníze
STUD90443,0,0,0,0,NA
STUD37820,662,1,1,0,Peníze
STUD97174,241,1,1,0,Peníze
STUD34437,11,1,1,0,Lékaři bez hranic
STUD98522,0,1,0,0,NA
STUD54710,45,1,1,0,Peníze
STUD68492,31,1,1,0,Peníze
STUD76798,81,1,1,0,Peníze
STUD58831,219,1,1,0,Peníze
STUD85218,753,1,1,0,Peníze
STUD86029,0,1,0,0,NA
STUD22422,26,1,1,0,Peníze
STUD11680,10,1,1,0,Peníze
STUD16129,56,1,1,0,Peníze
STUD45234,20,1,0,0,NA
STUD77573,0,1,0,0,NA
STUD85020,352,1,1,0,Peníze
STUD24407,0,1,1,0,Peníze
STUD96928,10,1,1,0,Peníze
STUD52366,0,1,1,1,Peníze
STUD35445,267,1,1,0,Peníze
STUD74681,259,1,1,0,Peníze
STUD61093,378,1,1,0,Peníze
STUD28728,0,0,0,0,NA
STUD1414,0,1,0,0,NA
STUD99043,0,1,1,0,NA
STUD1440,519,1,1,0,Peníze
STUD1700,0,1,0,0,NA
STUD51884,50,1,1,0,Peníze
STUD32624,240,1,1,0,Peníze
STUD24351,489,1,1,0,Peníze
STUD74910,128,1,1,0,Peníze
STUD93835,192,1,1,0,Peníze
STUD79624,131,1,1,0,Peníze
STUD40825,61,1,1,0,Peníze
STUD1743,0,1,1,0,NA
STUD94019,323,1,1,0,Peníze
STUD65659,95,1,1,0,Peníze
STUD46770,26,1,1,0,Peníze
STUD687,0,1,1,0,NA
STUD73541,131,1,1,0,Peníze
STUD41205,61,1,1,0,Peníze
STUD59987,0,1,0,0,NA
STUD91493,46,1,1,0,Peníze
STUD80793,0,1,0,0,NA
STUD13601,26,1,1,0,Peníze
STUD402,151,1,1,0,Peníze
STUD97683,1107,1,1,0,Peníze
STUD43135,46,1,1,0,Peníze
STUD58396,203,1,1,0,Peníze
STUD9152,0,0,0,0,NA
STUD85588,101,1,1,0,Peníze
STUD18023,26,1,1,0,Peníze
STUD28040,158,1,1,0,NA
STUD76555,151,1,1,0,Peníze
STUD55170,26,1,1,0,Peníze
STUD83543,0,1,0,0,NA
STUD32214,20,1,0,0,NA
STUD52137,395,1,1,0,Peníze
STUD63848,0,1,0,0,NA
STUD4194,0,1,1,0,NA
STUD47993,20,1,0,0,NA
STUD9224,151,1,1,0,Peníze
STUD85651,20,1,0,0,NA
STUD6132,1355,1,1,0,Peníze
STUD39298,347,1,1,0,Peníze
STUD33229,0,1,1,0,NA
STUD81104,0,1,0,0,NA
STUD83194,341,1,1,0,Peníze
STUD40282,318,1,1,0,Peníze
STUD95249,881,1,1,0,Peníze
STUD90551,131,1,1,0,Peníze
STUD9001,0,1,0,0,NA
STUD40458,31,1,1,0,Peníze
STUD38676,198,1,1,0,Peníze
STUD43525,286,1,1,0,Peníze
STUD66319,0,1,0,0,NA
STUD14178,122,1,1,0,Peníze
STUD12009,207,1,1,0,Peníze
STUD77674,447,1,1,0,Peníze
STUD23304,148,1,1,0,Peníze
STUD87712,245,1,1,0,Peníze
STUD4716,551,1,1,0,Peníze
STUD28349,0,1,0,0,NA
STUD50958,171,1,1,0,Peníze
STUD91496,0,1,0,0,NA
STUD57604,0,1,0,0,NA
STUD91960,46,1,1,0,Peníze
STUD47280,31,1,1,0,Peníze
STUD1447,388,1,1,0,Peníze
STUD51389,159,1,1,0,Peníze
STUD59555,151,1,1,0,Peníze
STUD15380,197,1,1,0,Peníze
STUD55530,0,1,0,0,NA
STUD93310,162,1,1,0,Peníze
STUD42968,131,1,1,0,Peníze
STUD61847,493,1,1,0,Peníze
STUD79586,0,1,1,0,NA
STUD30006,10,1,1,0,Peníze
STUD83094,96,1,1,0,Trendaro
STUD82479,1399,1,1,0,Peníze
STUD91315,71,1,1,0,Peníze
STUD44373,310,1,1,0,Peníze
STUD28224,181,1,1,0,Peníze
STUD63665,0,1,0,0,NA
STUD92827,116,1,1,0,Peníze
STUD79427,0,1,0,0,NA
STUD40598,254,1,1,0,Peníze
STUD50635,131,1,1,0,Peníze
STUD63989,0,1,1,0,NA
STUD30318,20,1,1,0,NA
STUD60900,121,1,1,0,Peníze
STUD85370,0,1,0,0,NA
STUD66623,11,1,1,0,Peníze
STUD13377,0,0,1,0,Peníze
STUD9557,0,1,0,0,NA
STUD79027,209,1,1,0,Peníze
STUD85160,26,1,1,0,Peníze
STUD8776,31,1,1,0,Peníze
STUD32722,20,1,0,0,NA
STUD37797,31,1,1,0,Peníze
STUD13459,96,1,1,0,Peníze
STUD20852,148,1,1,0,Peníze
STUD47084,0,0,0,0,NA
STUD70295,0,1,1,0,NA
STUD67595,0,1,1,0,NA
STUD56040,0,0,0,0,NA
STUD49028,0,1,0,0,NA
STUD35140,210,1,1,0,Peníze
STUD18414,36,1,1,0,Peníze
STUD27067,0,1,1,0,Peníze
STUD59188,131,1,1,0,Peníze
STUD92377,0,1,0,0,NA
STUD52766,31,1,1,0,Peníze
STUD57318,0,1,0,0,NA
STUD28261,201,1,1,0,Peníze
STUD34018,420,1,1,0,Peníze
STUD75212,146,1,1,0,Peníze
STUD88852,10,1,1,0,Útulek pro psy
STUD23805,131,1,1,0,Peníze
STUD45286,156,1,1,0,Peníze
STUD60043,31,1,1,0,Peníze
STUD93202,26,1,1,0,Peníze
STUD24323,201,1,1,0,Peníze
STUD61825,0,1,0,0,NA
STUD27147,254,1,1,0,Peníze
STUD74690,25,1,1,0,NA
STUD40764,61,1,1,0,Peníze
STUD58951,133,1,1,0,Peníze
STUD35008,0,1,0,0,NA
STUD49306,0,1,0,0,NA
STUD88726,30,1,1,0,Peníze
STUD78997,176,1,1,0,Peníze
STUD61534,31,1,1,0,Peníze
STUD33586,320,1,1,0,Peníze
STUD22512,21,1,1,0,NA
STUD88657,435,1,1,0,Peníze
STUD81350,0,1,0,0,NA
STUD21418,123,1,1,0,Peníze
STUD67379,136,1,1,0,Peníze
STUD63866,131,1,1,0,Peníze
STUD19649,268,1,1,0,Peníze
STUD89986,59,1,1,0,Peníze
STUD62135,311,1,1,0,Peníze
STUD99860,131,1,1,0,Peníze
STUD96633,151,1,1,0,Peníze
STUD87175,131,1,1,0,Peníze
STUD23127,0,1,0,0,NA
STUD6265,160,1,1,0,Peníze
STUD74333,76,1,1,0,Peníze
STUD38883,49,1,1,0,Peníze
STUD35006,81,1,1,0,Peníze
STUD17123,20,1,0,0,NA
STUD85722,208,1,1,0,Peníze
STUD2525,26,1,1,0,Peníze
STUD20109,26,1,1,0,Peníze
STUD15620,61,1,1,0,Peníze
STUD51203,458,1,1,0,Peníze
STUD55819,0,1,0,0,NA
STUD16366,20,1,1,0,NA
STUD18527,10,1,1,0,Peníze
STUD41779,35,1,1,0,Peníze
STUD41316,26,1,1,0,Peníze
STUD35857,0,1,0,0,NA
STUD96009,51,1,1,0,Peníze
STUD98243,0,1,0,0,NA
STUD95191,31,1,1,0,Peníze
STUD16535,202,1,1,0,Peníze
STUD44717,131,1,1,0,Peníze
STUD98862,162,1,1,0,Peníze
STUD5983,121,1,1,0,Peníze
STUD65244,20,1,0,0,NA
STUD14657,31,1,1,0,Peníze
STUD85259,405,1,1,0,Peníze
STUD61381,218,1,1,0,Peníze
STUD37501,56,1,1,0,Peníze
STUD37231,341,1,1,0,Peníze
STUD89355,311,1,1,0,Peníze
STUD95001,0,0,1,0,Peníze
STUD14318,153,1,1,0,Peníze
STUD28014,1,1,1,0,NA
STUD21357,382,1,1,0,Peníze
STUD18595,160,1,1,0,Peníze
STUD18544,187,1,1,0,Peníze
STUD14376,125,1,1,0,Peníze
STUD97917,202,1,1,0,Peníze
STUD25338,0,0,0,0,NA
STUD71639,0,1,0,0,NA
STUD9372,178,1,1,0,Peníze
STUD59569,158,1,1,0,Peníze
STUD36621,242,1,1,0,Peníze
STUD37683,61,1,1,0,Peníze
STUD33780,20,1,1,0,NA
STUD55835,173,1,1,0,Peníze
STUD35992,0,1,0,0,NA
STUD68278,467,1,1,0,Peníze
STUD74213,374,1,1,0,Peníze
STUD57417,0,1,0,0,NA
STUD35153,213,1,1,0,Útulek pro psy
STUD94688,0,1,1,0,NA
STUD87401,26,1,1,0,NA
STUD61887,10,1,1,0,Peníze
STUD82368,0,1,1,0,NA
STUD58667,31,1,1,0,Peníze
STUD68631,0,1,0,0,NA
STUD12717,503,1,1,0,Peníze
STUD42731,164,1,1,0,Peníze
STUD70612,158,1,1,0,Peníze
STUD12872,456,1,1,0,Peníze
STUD83433,84,1,1,0,Peníze
STUD3147,0,1,1,0,NA
STUD50592,61,1,1,0,Peníze
STUD63157,31,1,1,0,Peníze
STUD25663,25,1,1,0,Peníze
STUD90898,0,1,0,0,NA
STUD40121,96,1,1,0,Peníze
STUD7670,35,1,1,0,Peníze
STUD61540,459,1,1,0,Peníze
STUD48853,121,1,1,0,Peníze
STUD86499,131,1,1,0,Peníze
STUD53241,348,1,1,0,Peníze
STUD29503,255,1,1,0,Peníze
STUD87024,26,1,1,0,Peníze
STUD64615,20,1,0,0,NA
STUD51764,61,1,1,0,Peníze
STUD1004,0,1,0,0,NA
STUD74113,272,1,1,0,Peníze
STUD52773,45,1,1,0,Peníze
STUD93366,25,1,1,0,Peníze
STUD93966,603,1,1,0,Peníze
STUD2437,131,1,1,0,Peníze
STUD81263,165,1,1,0,Peníze
STUD8655,0,1,0,0,NA
STUD64745,959,1,1,0,Peníze
